"Intersections","Degree","Observed.Overlap","Expected.Overlap","FE","P.value","Elements"
"NA",1,167,NA,NA,NA,"ABCB9, ABLIM1, ACADM, ACBD3, ADAM9, ADAMTS1, ADGRE2, ADGRE3, AHCYL1, AMD1, AP3D1, APAF1, APC, APLP2, ATP11B, ATP6V0E1, ATP6V1A, AVIL, AZU1, BCR, BHLHE40, C6ORF106, CC2D1A, CCNG1, CD164, CD8A, CDC14A, CDK19, CDKN1C, CEACAM1, CELF1, CEP295, CFLAR, CHD9, CHMP1B, CIRBP, CKB, CMPK1, CPA3, CPD, CPPED1, CPT1A, CR1, CTSW, CYFIP2, DEGS1, DNAJC8, DPYSL2, EIF4G1, EIF5A, ELF1, EPHX2, FCAR, FUS, G3BP2, GAPVD1, GIT2, GLA, GNAI2, GNG7, GNL3L, GOLGA4, GPX3, HADHA, HBB, HDAC9, HLA-DQB1, HSDL2, HSPA4, HSPA9, HSPH1, IGSF6, IL1RN, IL6R, IQGAP2, ITGA4, KAZN, KDM4B, KIAA0319L, KIR2DL4, KLRC3, KPNB1, KRR1, LBR, LMO4, LOC202181, LPAR1, LPP, LRCH1, LYST, MAP3K8, MARCKS, MAZ, MGAM, MLEC, MMP9, MPZL1, MYL6, MYO6, NACC2, NOC3L, NOP10, NR2C1, NRBF2, NUCB1, OASL, PBX2, PIK3CD, PIK3IP1, PLEK, POT1, PPIG, PPP1R3D, PPP4R3A, PSD4, RAB27A, RAD21, RALB, RALBP1, RBPJ, RCBTB2, RNASE2, RPA3, RPL35A, RPL37A, RRP15, S100A8, SEC14L1, SEC63, SEPT9, SERPINF1, SIKE1, SLC6A6, SNAPC1, SNAPC5, SNX10, SP100, SPAG1, SPOCK2, SSFA2, ST3GAL4, ST6GAL1, SUCLA2, SUCLG2, TAF6L, TCF7L2, TES, TESPA1, THBS1, TIMM17A, TMCO1, TMEM14A, TNFAIP6, TNFRSF9, TOR1AIP1, U2SURP, UBXN7, UPF1, UQCRB, VAMP3, VCAN, YTHDC2, ZBTB25, ZFP36L1, ZFR, ZNF23, ZNHIT6"
"NA & AG",2,4,2.96185029680035,1.35050714896737,0.344059069617839,"EIF5A, MAZ, MMP9, ZFP36L1"
"NA & CW",2,31,16.7314318807007,1.85280017998685,0.000525040015280692,"ABLIM1, ACADM, AMD1, ATP6V0E1, BHLHE40, CFLAR, CKB, CPT1A, CR1, EPHX2, GAPVD1, GLA, GPX3, HADHA, HBB, HDAC9, HSPA9, IGSF6, LBR, MARCKS, MMP9, OASL, PLEK, RAD21, SEC14L1, SLC6A6, SPOCK2, SUCLA2, TIMM17A, UQCRB, VCAN"
"NA & CW & AG",3,1,0.296742493902684,3.36992517265811,0.257112899738217,"MMP9"
"NA & TX",2,1,0.241783697697988,4.13592814371258,0.216062153429489,"IGSF6"
"NA & TX & AG",3,0,0.00428818632807347,0,1,""
"NA & TX & CW",3,1,0.0242238770532804,41.2815833650618,0.0239489538691576,"IGSF6"
"NA & TX & CW & AG",4,0,0.000429625733173135,0,1,""
"NA & SS",2,13,3.01020703633995,4.31863982877618,1.03515110433999e-05,"CC2D1A, CD8A, CDKN1C, EIF5A, HLA-DQB1, LPAR1, MGAM, MMP9, MPZL1, SEC14L1, SERPINF1, SLC6A6, TNFAIP6"
"NA & SS & AG",3,2,0.0533879197845147,37.4616581442475,0.00135764056508878,"EIF5A, MMP9"
"NA & SS & CW",3,3,0.30158726931334,9.94736948555706,0.00356198511579069,"MMP9, SEC14L1, SLC6A6"
"NA & SS & CW & AG",4,1,0.00534884037800553,186.956410984334,0.005334767409226,"MMP9"
"NA & SS & TX",3,0,0.00435819753342977,0,1,""
"NA & SS & TX & AG",4,0,7.7295381185051e-05,0,1,""
"NA & SS & TX & CW",4,0,0.000436640030857594,0,1,""
"NA & SS & TX & CW & AG",5,0,7.74408625742801e-06,0,1,""
"NA & AY",2,3,1.26936441291443,2.3633875106929,0.134234887563556,"CHMP1B, DPYSL2, GIT2"
"NA & AY & AG",3,0,0.0225129782223857,0,1,""
"NA & AY & CW",3,0,0.127175354529722,0,1,""
"NA & AY & CW & AG",4,0,0.00225553509915896,0,1,""
"NA & AY & TX",3,0,0.00183779414060292,0,1,""
"NA & AY & TX & AG",4,0,3.25944378491179e-05,0,1,""
"NA & AY & TX & CW",4,0,0.000184125314217058,0,1,""
"NA & AY & TX & CW & AG",5,0,3.26557854228892e-06,0,1,""
"NA & AY & SS",3,0,0.0228805370505063,0,1,""
"NA & AY & SS & AG",4,0,0.000405800751221518,0,1,""
"NA & AY & SS & CW",4,0,0.00229236016200237,0,1,""
"NA & AY & SS & CW & AG",5,0,4.06564528514971e-05,0,1,""
"NA & AY & SS & TX",4,0,3.31265919364504e-05,0,1,""
"NA & AY & SS & TX & AG",5,0,5.87520994963831e-07,0,1,""
"NA & AY & SS & TX & CW",5,0,3.31889411032629e-06,0,1,""
"NA & AY & SS & TX & CW & AG",6,0,5.88626796749632e-08,0,1,""
