"Intersections","Degree","Observed.Overlap","Expected.Overlap","FE","P.value","Elements"
"NA & AY & CW & AG",4,0,0.000415280995485507,0,1,""
"NA & AY & TX",3,0,0.000869312786986988,0,1,""
"NA & AY & TX & AG",4,0,8.05501930898613e-06,0,1,""
"NA & AY & TX & CW",4,0,8.75983349852242e-05,0,1,""
"NA & AY & TX & CW & AG",5,0,8.11682849146424e-07,0,1,""
"NA & AY & SS",3,2,0.00804919247210174,248.472130208333,3.12762529781946e-05,"MBP, RUBCNL"
"NA & AY & SS & AG",4,1,7.4583512120242e-05,13407.7890886637,7.45808340948395e-05,"MBP"
"NA & AY & SS & CW",4,0,0.000811095694307631,0,1,""
"NA & AY & SS & CW & AG",5,0,7.51558193654096e-06,0,1,""
"NA & AY & SS & TX",4,0,1.57324595878635e-05,0,1,""
"NA & AY & SS & TX & AG",5,0,1.45776373769113e-07,0,1,""
"NA & AY & SS & TX & CW",5,0,1.58531806473911e-06,0,1,""
"NA & AY & SS & TX & CW & AG",6,0,1.4689497052744e-08,0,1,""
